Listing ID,Bedrooms,Bathrooms,Lot Size,House Size,Property Type,Price,Country,Source
l_132484910,4 Beds,4 Baths,,"('4,679 Sqft', ' sqft')",Condominium,"3,800,000 ",Puerto Rico,point2homes
l_150822368,3 Beds,3 Baths,0.039 ac Lot Size,"('2,600 Sqft', ' sqft')",Residential,"1,950,000  450",Puerto Rico,point2homes
l_153505363,2 Beds,1 Bath,,"('850 Sqft', ' sqft')",Condominium,"172,500 ",Puerto Rico,point2homes
l_139315277,3 Beds,3 Baths,0.333 ac Lot Size,"('2,114.3 Sqft', ' sqft')",Residential,"2,500,000 ",Puerto Rico,point2homes
l_157081276,3 Beds,1 Bath,,,Residential,"44,900  15",Puerto Rico,point2homes
l_152759031,4 Beds,4 Baths,1.088 ac Lot Size,"('3,000 Sqft', ' sqft')",Residential,"2,327,000 ",Puerto Rico,point2homes
l_159896194,,,,,Residential,"285,000 ",Puerto Rico,point2homes
l_135630234,,,2.6 ac Lot Size,,Lots and Land,"150,000 ",Puerto Rico,point2homes
l_146534174,4 Beds,4 Baths,1 ac Lot Size,"('4,000 Sqft', ' sqft')",Residential,"1,500,000 ",Puerto Rico,point2homes
l_157669766,,,0.732 ac Lot Size,,Lots And Land,"275,000 ",Puerto Rico,point2homes
l_154913845,,,,,Residential,"84,500 ",Puerto Rico,point2homes
l_160816714,,,0.058 ac Lot Size,,Lots And Land,"178,000 ",Puerto Rico,point2homes
l_141101903,,,0.481 ac Lot Size,"('20,935.8 Sqft', ' sqft')",Lots And Land,"245,000 ",Puerto Rico,point2homes
l_157578037,,,,,Multifamily,"260,000 ",Puerto Rico,point2homes
l_159953033,3 Beds,2 Baths,,,Residential,"169,000 ",Puerto Rico,point2homes
l_157602250,4 Beds,2 Baths,,,Residential,"165,000 ",Puerto Rico,point2homes
l_155304650,3 Beds,2 Baths,,"('1,206 Sqft', ' sqft')",Residential,"175,000 ",Puerto Rico,point2homes
l_147318137,6 Beds,5 Baths,0.141 ac Lot Size,"('2,900 Sqft', ' sqft')",Residential,"1,100,000  200",Puerto Rico,point2homes
l_160501362,2 Beds,2 Baths,0.073 ac Lot Size,"('1,200 Sqft', ' sqft')",Residential,"425,000 ",Puerto Rico,point2homes
